Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG
26/09/2020,Nimes,Lens,1,1,D,0,1
26/09/2020,Monaco,Strasbourg,3,2,H,2,0
26/09/2020,Dijon,Montpellier,2,2,D,1,0
26/09/2020,Angers,Brest,3,2,H,1,2
26/09/2020,Lorient,Lyon,1,1,D,0,0
26/09/2020,Reims,Paris SG,0,2,A,0,1
4/10/2020,Paris SG,Angers,6,1,H,2,0
4/10/2020,Lens,St Etienne,2,0,H,1,0
4/10/2020,Nice,Nantes,2,1,H,1,1
4/10/2020,Montpellier,Nimes,0,1,A,0,0
4/10/2020,Strasbourg,Lille,0,3,A,0,1
4/10/2020,Metz,Lorient,3,1,H,1,1
4/10/2020,Brest,Monaco,1,0,H,1,0
4/10/2020,Bordeaux,Dijon,3,0,H,2,0
4/10/2020,Rennes,Reims,2,2,D,2,1
4/10/2020,Lyon,Marseille,1,1,D,1,1
17/10/2020,Dijon,Rennes,1,1,D,0,1
17/10/2020,Nimes,Paris SG,0,4,A,0,1
17/10/2020,Reims,Lorient,1,3,A,1,0
17/10/2020,Marseille,Bordeaux,3,1,H,1,0
17/10/2020,Strasbourg,Lyon,2,3,A,1,3
17/10/2020,Nantes,Brest,3,1,H,2,0
17/10/2020,Monaco,Montpellier,1,1,D,0,0
17/10/2020,Angers,Metz,1,1,D,1,1
17/10/2020,St Etienne,Nice,1,3,A,0,2
17/10/2020,Lille,Lens,4,0,H,1,0
25/10/2020,Lyon,Monaco,4,1,H,4,0
25/10/2020,Nice,Lille,1,1,D,0,0
25/10/2020,Bordeaux,Nimes,2,0,H,0,0
25/10/2020,Brest,Strasbourg,0,3,A,0,2
25/10/2020,Metz,St Etienne,2,0,H,1,0
25/10/2020,Montpellier,Reims,0,4,A,0,3
25/10/2020,Paris SG,Dijon,4,0,H,2,0
25/10/2020,Lorient,Marseille,0,1,A,0,0
25/10/2020,Rennes,Angers,1,2,A,1,1
1/11/2020,Lille,Lyon,1,1,D,1,1
1/11/2020,Monaco,Bordeaux,4,0,H,3,0
1/11/2020,Angers,Nice,0,3,A,0,2
1/11/2020,Dijon,Lorient,0,0,D,0,0
1/11/2020,Nimes,Metz,0,1,A,0,1
1/11/2020,Reims,Strasbourg,2,1,H,2,1
1/11/2020,St Etienne,Montpellier,0,1,A,0,1
1/11/2020,Nantes,Paris SG,0,3,A,0,0
1/11/2020,Rennes,Brest,2,1,H,0,0
7/11/2020,Lyon,St Etienne,2,1,H,0,1
7/11/2020,Nice,Monaco,1,2,A,0,1
7/11/2020,Lens,Reims,4,4,D,1,0
7/11/2020,Lorient,Nantes,0,2,A,0,0
7/11/2020,Metz,Dijon,1,1,D,1,1
7/11/2020,Nimes,Angers,1,5,A,0,2
7/11/2020,Brest,Lille,3,2,H,3,1
7/11/2020,Paris SG,Rennes,3,0,H,2,0
7/11/2020,Bordeaux,Montpellier,0,2,A,0,0
7/11/2020,Strasbourg,Marseille,0,1,A,0,0
22/11/2020,Lille,Lorient,4,0,H,1,0
22/11/2020,Angers,Lyon,0,1,A,0,0
22/11/2020,Dijon,Lens,0,1,A,0,1
22/11/2020,Montpellier,Strasbourg,4,3,H,3,3
22/11/2020,Reims,Nimes,0,1,A,0,0
22/11/2020,Nantes,Metz,1,1,D,1,1
22/11/2020,Brest,St Etienne,4,1,H,4,1
22/11/2020,Monaco,Paris SG,3,2,H,0,2
22/11/2020,Rennes,Bordeaux,0,1,A,0,1
25/11/2020,Lens,Nantes,1,1,D,1,0
28/11/2020,St Etienne,Lille,1,1,D,1,0
28/11/2020,Nice,Dijon,1,3,A,0,2
28/11/2020,Lens,Angers,1,3,A,1,1
28/11/2020,Lorient,Montpellier,0,1,A,0,0
28/11/2020,Metz,Brest,0,2,A,0,1
28/11/2020,Monaco,Nimes,3,0,H,1,0
28/11/2020,Lyon,Reims,3,0,H,1,0
28/11/2020,Paris SG,Bordeaux,2,2,D,2,1
28/11/2020,Marseille,Nantes,3,1,H,2,0
28/11/2020,Strasbourg,Rennes,1,1,D,1,0
6/12/2020,Metz,Lyon,1,3,A,0,1
6/12/2020,Reims,Nice,0,0,D,0,0
6/12/2020,Angers,Lorient,2,0,H,1,0
6/12/2020,Bordeaux,Brest,1,0,H,0,0
6/12/2020,Dijon,St Etienne,0,0,D,0,0
6/12/2020,Nantes,Strasbourg,0,4,A,0,2
6/12/2020,Lille,Monaco,2,1,H,0,0
6/12/2020,Montpellier,Paris SG,1,3,A,1,1
6/12/2020,Rennes,Lens,0,2,A,0,1
6/12/2020,Nimes,Marseille,0,2,A,0,0
12/12/2020,Paris SG,Lyon,0,1,A,0,1
12/12/2020,Lille,Bordeaux,2,1,H,2,1
12/12/2020,Brest,Reims,2,1,H,1,0
12/12/2020,Lorient,Nimes,3,0,H,2,0
12/12/2020,Nantes,Dijon,1,1,D,1,0
12/12/2020,Strasbourg,Metz,2,2,D,0,1
12/12/2020,Nice,Rennes,0,1,A,0,1
12/12/2020,Lens,Montpellier,2,3,A,1,2
12/12/2020,Marseille,Monaco,2,1,H,2,0
12/12/2020,St Etienne,Angers,0,0,D,0,0
16/12/2020,Bordeaux,St Etienne,1,2,A,1,1
16/12/2020,Lyon,Brest,2,2,D,0,1
16/12/2020,Monaco,Lens,0,3,A,0,3
16/12/2020,Paris SG,Lorient,2,0,H,0,0
16/12/2020,Rennes,Marseille,2,1,H,0,1
16/12/2020,Angers,Strasbourg,0,2,A,0,0
16/12/2020,Dijon,Lille,0,2,A,0,1
16/12/2020,Montpellier,Metz,0,2,A,0,0
16/12/2020,Nimes,Nice,0,2,A,0,0
16/12/2020,Reims,Nantes,3,2,H,0,1
20/12/2020,Lille,Paris SG,0,0,D,0,0
20/12/2020,Lorient,Rennes,0,3,A,0,1
20/12/2020,Dijon,Monaco,0,1,A,0,1
20/12/2020,Nantes,Angers,1,1,D,0,1
20/12/2020,St Etienne,Nimes,2,2,D,1,1
20/12/2020,Strasbourg,Bordeaux,0,2,A,0,1
20/12/2020,Brest,Montpellier,2,2,D,0,1
20/12/2020,Nice,Lyon,1,4,A,1,2
20/12/2020,Marseille,Reims,1,1,D,1,1
20/12/2020,Metz,Lens,2,0,H,1,0
23/12/2020,Angers,Marseille,2,1,H,2,0
23/12/2020,Lyon,Nantes,3,0,H,3,0
23/12/2020,Monaco,St Etienne,2,2,D,1,2
23/12/2020,Montpellier,Lille,2,3,A,0,1
23/12/2020,Paris SG,Strasbourg,4,0,H,1,0
23/12/2020,Bordeaux,Reims,1,3,A,0,2
23/12/2020,Lens,Brest,2,1,H,2,0
23/12/2020,Nice,Lorient,2,2,D,2,0
23/12/2020,Nimes,Dijon,1,3,A,1,0
23/12/2020,Rennes,Metz,1,0,H,0,0
6/1/2021,Lille,Angers,1,2,A,1,2
6/1/2021,Lyon,Lens,3,2,H,1,0
6/1/2021,Marseille,Montpellier,3,1,H,1,0
6/1/2021,Reims,Dijon,0,0,D,0,0
6/1/2021,St Etienne,Paris SG,1,1,D,1,1
6/1/2021,Brest,Nice,2,0,H,2,0
6/1/2021,Lorient,Monaco,2,5,A,1,1
6/1/2021,Metz,Bordeaux,0,0,D,0,0
6/1/2021,Nantes,Rennes,0,0,D,0,0
6/1/2021,Strasbourg,Nimes,5,0,H,3,0
9/1/2021,Bordeaux,Lorient,2,1,H,2,1
9/1/2021,Dijon,Marseille,0,0,D,0,0
9/1/2021,Lens,Strasbourg,0,1,A,0,1
9/1/2021,Metz,Nice,1,1,D,0,1
9/1/2021,Monaco,Angers,3,0,H,1,0
9/1/2021,Montpellier,Nantes,1,1,D,1,0
9/1/2021,Nimes,Lille,0,1,A,0,1
9/1/2021,Paris SG,Brest,3,0,H,1,0
9/1/2021,Reims,St Etienne,3,1,H,2,0
9/1/2021,Rennes,Lyon,2,2,D,1,0
16/01/2021,Lyon,Metz,0,1,A,0,0
16/01/2021,Lille,Reims,2,1,H,0,1
16/01/2021,Nantes,Lens,1,1,D,1,0
16/01/2021,Nice,Bordeaux,0,3,A,0,0
16/01/2021,Strasbourg,St Etienne,1,0,H,1,0
16/01/2021,Brest,Rennes,1,2,A,1,1
16/01/2021,Angers,Paris SG,0,1,A,0,0
16/01/2021,Marseille,Nimes,1,2,A,0,0
16/01/2021,Montpellier,Monaco,2,3,A,0,2
16/01/2021,Marseille,Lens,0,1,A,0,0
24/01/2021,St Etienne,Lyon,0,5,A,0,2
24/01/2021,Rennes,Lille,0,1,A,0,1
24/01/2021,Dijon,Strasbourg,1,1,D,0,0
24/01/2021,Metz,Nantes,2,0,H,1,0
24/01/2021,Reims,Brest,1,0,H,1,0
24/01/2021,Bordeaux,Angers,2,1,H,2,1
24/01/2021,Monaco,Marseille,3,1,H,0,1
24/01/2021,Lens,Nice,0,1,A,0,0
24/01/2021,Paris SG,Montpellier,4,0,H,1,0
24/01/2021,Lorient,Dijon,3,2,H,1,2
31/01/2021,Nantes,Monaco,1,2,A,0,1
31/01/2021,Lille,Dijon,1,0,H,1,0
31/01/2021,Angers,Nimes,3,1,H,2,1
31/01/2021,Brest,Metz,2,4,A,1,1
31/01/2021,Lorient,Paris SG,3,2,H,1,1
31/01/2021,Strasbourg,Reims,0,1,A,0,0
31/01/2021,Nice,St Etienne,0,1,A,0,0
31/01/2021,Montpellier,Lens,1,2,A,0,1
31/01/2021,Lyon,Bordeaux,2,1,H,1,0
3/2/2021,Dijon,Lyon,0,1,A,0,1
3/2/2021,Lens,Marseille,2,2,D,0,2
3/2/2021,Monaco,Nice,2,1,H,1,0
3/2/2021,Paris SG,Nimes,3,0,H,2,0
3/2/2021,St Etienne,Nantes,1,1,D,0,1
3/2/2021,Bordeaux,Lille,0,3,A,0,0
3/2/2021,Metz,Montpellier,1,1,D,0,0
3/2/2021,Reims,Angers,0,0,D,0,0
3/2/2021,Rennes,Lorient,1,1,D,1,0
3/2/2021,Strasbourg,Brest,2,2,D,1,0
7/2/2021,Marseille,Paris SG,0,2,A,0,2
7/2/2021,Nantes,Lille,0,2,A,0,1
7/2/2021,Montpellier,Dijon,4,2,H,0,1
7/2/2021,Nice,Angers,3,0,H,2,0
7/2/2021,Nimes,Monaco,3,4,A,2,2
7/2/2021,St Etienne,Metz,1,0,H,1,0
7/2/2021,Brest,Bordeaux,2,1,H,0,0
7/2/2021,Lens,Rennes,0,0,D,0,0
7/2/2021,Lyon,Strasbourg,3,0,H,2,0
7/2/2021,Lorient,Reims,1,0,H,0,0
13/02/2021,Bordeaux,Marseille,0,0,D,0,0
13/02/2021,Lille,Brest,0,0,D,0,0
13/02/2021,Angers,Nantes,1,3,A,1,2
13/02/2021,Dijon,Nimes,0,2,A,0,0
13/02/2021,Metz,Strasbourg,1,2,A,1,1
13/02/2021,Rennes,St Etienne,0,2,A,0,1
13/02/2021,Monaco,Lorient,2,2,D,0,1
13/02/2021,Lyon,Montpellier,1,2,A,1,1
13/02/2021,Reims,Lens,1,1,D,1,0
13/02/2021,Paris SG,Nice,2,1,H,1,0
17/02/2021,Marseille,Nice,3,2,H,2,0
21/02/2021,Paris SG,Monaco,0,2,A,0,1
21/02/2021,Lorient,Lille,1,4,A,1,2
21/02/2021,Lens,Dijon,2,1,H,1,0
21/02/2021,Nice,Metz,1,2,A,0,2
21/02/2021,Nimes,Bordeaux,2,0,H,1,0
21/02/2021,Strasbourg,Angers,0,0,D,0,0
21/02/2021,Montpellier,Rennes,2,1,H,2,0
21/02/2021,Nantes,Marseille,1,1,D,0,0
21/02/2021,St Etienne,Reims,1,1,D,0,0
21/02/2021,Brest,Lyon,2,3,A,0,3
24/02/2021,Nimes,Lorient,1,0,H,0,0
27/02/2021,Marseille,Lyon,1,1,D,1,1
27/02/2021,Lille,Strasbourg,1,1,D,0,1
27/02/2021,Angers,Lens,2,2,D,2,1
27/02/2021,Lorient,St Etienne,2,1,H,0,1
27/02/2021,Nimes,Nantes,1,1,D,0,1
27/02/2021,Reims,Montpellier,0,0,D,0,0
27/02/2021,Monaco,Brest,2,0,H,0,0
27/02/2021,Dijon,Paris SG,0,4,A,0,2
27/02/2021,Bordeaux,Metz,1,2,A,1,0
27/02/2021,Rennes,Nice,1,2,A,1,1
3/3/2021,Bordeaux,Paris SG,0,1,A,0,1
3/3/2021,Lille,Marseille,2,0,H,0,0
3/3/2021,Montpellier,Lorient,1,1,D,1,1
3/3/2021,Nantes,Reims,1,2,A,1,1
3/3/2021,Strasbourg,Monaco,1,0,H,0,0
3/3/2021,Brest,Dijon,3,1,H,3,1
3/3/2021,Lyon,Rennes,1,0,H,0,0
3/3/2021,Metz,Angers,0,1,A,0,1
3/3/2021,Nice,Nimes,2,0,H,1,0
3/3/2021,St Etienne,Lens,2,3,A,1,2
10/3/2021,Marseille,Rennes,1,0,H,0,0
14/03/2021,Paris SG,Nantes,1,2,A,1,0
14/03/2021,Monaco,Lille,0,0,D,0,0
14/03/2021,Dijon,Bordeaux,1,3,A,0,2
14/03/2021,Lens,Metz,2,2,D,2,1
14/03/2021,Lorient,Nice,1,1,D,0,0
14/03/2021,Rennes,Strasbourg,1,0,H,1,0
14/03/2021,Nimes,Montpellier,1,1,D,0,0
14/03/2021,Marseille,Brest,3,1,H,1,0
14/03/2021,Angers,St Etienne,0,1,A,0,0
14/03/2021,Reims,Lyon,1,1,D,1,0
21/03/2021,Lyon,Paris SG,2,4,A,0,2
21/03/2021,Lille,Nimes,1,2,A,1,2
21/03/2021,Brest,Angers,0,0,D,0,0
21/03/2021,Dijon,Reims,0,1,A,0,0
21/03/2021,Montpellier,Bordeaux,3,1,H,1,1
21/03/2021,Nantes,Lorient,1,1,D,1,0
21/03/2021,Strasbourg,Lens,1,2,A,1,2
21/03/2021,Nice,Marseille,3,0,H,1,0
21/03/2021,Metz,Rennes,1,3,A,0,2
21/03/2021,St Etienne,Monaco,0,4,A,0,1
4/4/2021,Marseille,Dijon,2,0,H,1,0
4/4/2021,Nimes,St Etienne,0,2,A,0,1
4/4/2021,Bordeaux,Strasbourg,2,3,A,2,3
4/4/2021,Lorient,Brest,1,0,H,1,0
4/4/2021,Nantes,Nice,1,2,A,1,2
4/4/2021,Reims,Rennes,2,2,D,0,0
4/4/2021,Angers,Montpellier,1,1,D,0,0
4/4/2021,Lens,Lyon,1,1,D,0,0
4/4/2021,Paris SG,Lille,0,1,A,0,1
4/4/2021,Monaco,Metz,4,0,H,0,0
11/4/2021,Lyon,Angers,3,0,H,2,0
11/4/2021,Monaco,Dijon,3,0,H,0,0
11/4/2021,Brest,Nimes,1,1,D,1,1
11/4/2021,Lens,Lorient,4,1,H,2,1
11/4/2021,Nice,Reims,0,0,D,0,0
11/4/2021,St Etienne,Bordeaux,4,1,H,2,1
11/4/2021,Rennes,Nantes,1,0,H,0,0
11/4/2021,Montpellier,Marseille,3,3,D,1,2
11/4/2021,Strasbourg,Paris SG,1,4,A,0,3
11/4/2021,Metz,Lille,0,2,A,0,0
18/04/2021,Nantes,Lyon,1,2,A,0,2
18/04/2021,Bordeaux,Monaco,0,3,A,0,1
18/04/2021,Brest,Lens,1,1,D,1,0
18/04/2021,Dijon,Nice,2,0,H,0,0
18/04/2021,Nimes,Strasbourg,1,1,D,0,0
18/04/2021,Reims,Metz,0,0,D,0,0
18/04/2021,Paris SG,St Etienne,3,2,H,0,0
18/04/2021,Marseille,Lorient,3,2,H,0,1
18/04/2021,Angers,Rennes,0,3,A,0,1
18/04/2021,Lille,Montpellier,1,1,D,0,1
25/04/2021,Lyon,Lille,2,3,A,2,1
25/04/2021,Angers,Monaco,0,1,A,0,0
25/04/2021,Lens,Nimes,2,1,H,1,0
25/04/2021,Lorient,Bordeaux,4,1,H,3,0
25/04/2021,Rennes,Dijon,5,1,H,1,1
25/04/2021,Strasbourg,Nantes,1,2,A,1,0
25/04/2021,Nice,Montpellier,3,1,H,3,1
25/04/2021,Metz,Paris SG,1,3,A,0,1
25/04/2021,St Etienne,Brest,1,2,A,1,0
25/04/2021,Reims,Marseille,1,3,A,1,2
2/5/2021,Monaco,Lyon,2,3,A,1,0
2/5/2021,Montpellier,St Etienne,1,2,A,1,1
2/5/2021,Brest,Nantes,1,4,A,0,2
2/5/2021,Dijon,Metz,1,5,A,0,2
2/5/2021,Lorient,Angers,2,0,H,1,0
2/5/2021,Nimes,Reims,2,2,D,0,1
2/5/2021,Bordeaux,Rennes,1,0,H,1,0
2/5/2021,Lille,Nice,2,0,H,1,0
2/5/2021,Paris SG,Lens,2,1,H,1,0
2/5/2021,Marseille,Strasbourg,1,1,D,0,0
9/5/2021,Rennes,Paris SG,1,1,D,0,1
9/5/2021,Reims,Monaco,0,1,A,0,1
9/5/2021,Angers,Dijon,3,0,H,1,0
9/5/2021,Metz,Nimes,0,3,A,0,0
9/5/2021,Nice,Brest,3,2,H,1,2
9/5/2021,Strasbourg,Montpellier,2,3,A,0,1
9/5/2021,St Etienne,Marseille,1,0,H,1,0
9/5/2021,Lyon,Lorient,4,1,H,0,0
9/5/2021,Nantes,Bordeaux,3,0,H,1,0
9/5/2021,Lens,Lille,0,3,A,0,2
16/05/2021,Bordeaux,Lens,3,0,H,1,0
16/05/2021,Dijon,Nantes,0,4,A,0,2
16/05/2021,Lille,St Etienne,0,0,D,0,0
16/05/2021,Lorient,Metz,2,1,H,1,0
16/05/2021,Marseille,Angers,3,2,H,1,0
16/05/2021,Monaco,Rennes,2,1,H,2,0
16/05/2021,Montpellier,Brest,0,0,D,0,0
16/05/2021,Nice,Strasbourg,0,2,A,0,1
16/05/2021,Nimes,Lyon,2,5,A,1,3
16/05/2021,Paris SG,Reims,4,0,H,2,0
23/05/2021,Angers,Lille,1,2,A,0,2
23/05/2021,Brest,Paris SG,0,2,A,0,1
23/05/2021,Lens,Monaco,0,0,D,0,0
23/05/2021,Lyon,Nice,2,3,A,2,1
23/05/2021,Metz,Marseille,1,1,D,0,0
23/05/2021,Nantes,Montpellier,1,2,A,1,1
23/05/2021,Reims,Bordeaux,1,2,A,1,1
23/05/2021,Rennes,Nimes,2,0,H,1,0
23/05/2021,St Etienne,Dijon,0,1,A,0,1
23/05/2021,Strasbourg,Lorient,1,1,D,1,0
