Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG
24/09/2019,Toulouse,Angers,0,2,A,0,0
24/09/2019,St Etienne,Metz,0,1,A,0,1
24/09/2019,Nantes,Rennes,1,0,H,0,0
24/09/2019,Montpellier,Nimes,1,0,H,1,0
24/09/2019,Lille,Strasbourg,2,0,H,1,0
24/09/2019,Brest,Lyon,2,2,D,1,1
24/09/2019,Amiens,Bordeaux,1,3,A,1,2
24/09/2019,Paris SG,Reims,0,2,A,0,1
28/09/2019,Lyon,Nantes,0,1,A,0,0
28/09/2019,Bordeaux,Paris SG,0,1,A,0,0
28/09/2019,Reims,Dijon,1,2,A,1,1
28/09/2019,Nice,Lille,1,1,D,1,1
28/09/2019,Monaco,Brest,4,1,H,1,0
28/09/2019,Metz,Toulouse,2,2,D,1,0
28/09/2019,Angers,Amiens,1,1,D,0,1
28/09/2019,Strasbourg,Montpellier,1,0,H,1,0
28/09/2019,Nimes,St Etienne,0,1,A,0,0
28/09/2019,Marseille,Rennes,1,1,D,0,1
5/10/2019,Amiens,Marseille,3,1,H,2,1
5/10/2019,Paris SG,Angers,4,0,H,2,0
5/10/2019,Toulouse,Bordeaux,1,3,A,0,2
5/10/2019,Nantes,Nice,1,0,H,0,0
5/10/2019,Montpellier,Monaco,3,1,H,2,0
5/10/2019,Dijon,Strasbourg,1,0,H,1,0
5/10/2019,Brest,Metz,2,0,H,2,0
5/10/2019,Lille,Nimes,2,2,D,1,1
5/10/2019,Rennes,Reims,0,1,A,0,0
5/10/2019,St Etienne,Lyon,1,0,H,0,0
19/10/2019,Nice,Paris SG,1,4,A,0,2
19/10/2019,Lyon,Dijon,0,0,D,0,0
19/10/2019,Toulouse,Lille,2,1,H,0,0
19/10/2019,Reims,Montpellier,1,0,H,1,0
19/10/2019,Nimes,Amiens,1,1,D,1,0
19/10/2019,Metz,Nantes,1,0,H,0,0
19/10/2019,Angers,Brest,0,1,A,0,0
19/10/2019,Bordeaux,St Etienne,0,1,A,0,0
19/10/2019,Monaco,Rennes,3,2,H,1,1
19/10/2019,Marseille,Strasbourg,2,0,H,1,0
26/10/2019,Nantes,Monaco,0,1,A,0,1
26/10/2019,Lille,Bordeaux,3,0,H,1,0
26/10/2019,Strasbourg,Nice,1,0,H,1,0
26/10/2019,Reims,Nimes,0,0,D,0,0
26/10/2019,Montpellier,Angers,0,0,D,0,0
26/10/2019,Lyon,Metz,2,0,H,2,0
26/10/2019,Brest,Dijon,2,0,H,0,0
26/10/2019,Rennes,Toulouse,3,2,H,2,1
26/10/2019,St Etienne,Amiens,2,2,D,1,0
26/10/2019,Paris SG,Marseille,4,0,H,4,0
2/11/2019,Dijon,Paris SG,2,1,H,1,1
2/11/2019,Marseille,Lille,2,1,H,0,0
2/11/2019,Toulouse,Lyon,2,3,A,1,1
2/11/2019,Metz,Montpellier,2,2,D,1,0
2/11/2019,Angers,Strasbourg,1,0,H,1,0
2/11/2019,Amiens,Brest,1,0,H,1,0
2/11/2019,Bordeaux,Nantes,2,0,H,1,0
2/11/2019,Nice,Reims,2,0,H,2,0
2/11/2019,St Etienne,Monaco,1,0,H,0,0
9/11/2019,Nice,Bordeaux,1,1,D,1,0
9/11/2019,Brest,Paris SG,1,2,A,0,1
9/11/2019,Strasbourg,Nimes,4,1,H,2,0
9/11/2019,Reims,Angers,0,0,D,0,0
9/11/2019,Monaco,Dijon,1,0,H,1,0
9/11/2019,Lille,Metz,0,0,D,0,0
9/11/2019,Rennes,Amiens,3,1,H,1,1
9/11/2019,Nantes,St Etienne,2,3,A,2,2
9/11/2019,Montpellier,Toulouse,3,0,H,1,0
9/11/2019,Marseille,Lyon,2,1,H,2,0
23/11/2019,Paris SG,Lille,2,0,H,2,0
23/11/2019,Lyon,Nice,2,1,H,2,0
23/11/2019,Metz,Reims,1,1,D,0,1
23/11/2019,Dijon,Rennes,2,1,H,0,0
23/11/2019,Brest,Nantes,1,1,D,0,1
23/11/2019,Angers,Nimes,1,0,H,0,0
23/11/2019,Amiens,Strasbourg,0,4,A,0,1
23/11/2019,Bordeaux,Monaco,2,1,H,1,1
23/11/2019,St Etienne,Montpellier,0,0,D,0,0
23/11/2019,Toulouse,Marseille,0,2,A,0,0
30/11/2019,Marseille,Brest,2,1,H,0,0
30/11/2019,Strasbourg,Lyon,1,2,A,1,1
30/11/2019,Reims,Bordeaux,1,1,D,0,1
30/11/2019,Nimes,Metz,1,1,D,0,1
30/11/2019,Nice,Angers,3,1,H,1,1
30/11/2019,Montpellier,Amiens,4,2,H,1,1
30/11/2019,Lille,Dijon,1,0,H,1,0
30/11/2019,Nantes,Toulouse,2,1,H,1,0
30/11/2019,Rennes,St Etienne,2,1,H,1,1
4/12/2019,Brest,Strasbourg,5,0,H,2,0
4/12/2019,Bordeaux,Nimes,6,0,H,2,0
4/12/2019,Angers,Marseille,0,2,A,0,2
4/12/2019,Lyon,Lille,0,1,A,0,0
4/12/2019,Toulouse,Monaco,1,2,A,1,1
4/12/2019,St Etienne,Nice,4,1,H,3,1
4/12/2019,Metz,Rennes,0,1,A,0,1
4/12/2019,Dijon,Montpellier,2,2,D,1,2
4/12/2019,Paris SG,Nantes,2,0,H,0,0
7/12/2019,Lille,Brest,1,0,H,1,0
7/12/2019,Nimes,Lyon,0,4,A,0,1
7/12/2019,Montpellier,Paris SG,1,3,A,1,0
7/12/2019,Strasbourg,Toulouse,4,2,H,2,1
7/12/2019,Rennes,Angers,2,1,H,1,0
7/12/2019,Nice,Metz,4,1,H,2,0
7/12/2019,Monaco,Amiens,3,0,H,0,0
7/12/2019,Reims,St Etienne,3,1,H,1,0
7/12/2019,Nantes,Dijon,1,0,H,0,0
7/12/2019,Marseille,Bordeaux,3,1,H,0,1
14/12/2019,Lille,Montpellier,2,1,H,1,0
14/12/2019,Metz,Marseille,1,1,D,1,0
14/12/2019,Toulouse,Reims,0,1,A,0,1
14/12/2019,Nimes,Nantes,0,1,A,0,1
14/12/2019,Brest,Nice,0,0,D,0,0
14/12/2019,Angers,Monaco,0,0,D,0,0
14/12/2019,Amiens,Dijon,1,1,D,1,1
14/12/2019,Bordeaux,Strasbourg,0,1,A,0,1
14/12/2019,Lyon,Rennes,0,1,A,0,0
14/12/2019,St Etienne,Paris SG,0,4,A,0,2
21/12/2019,Strasbourg,St Etienne,2,1,H,1,0
21/12/2019,Rennes,Bordeaux,1,0,H,0,0
21/12/2019,Reims,Lyon,1,1,D,1,1
21/12/2019,Paris SG,Amiens,4,1,H,1,0
21/12/2019,Nice,Toulouse,3,0,H,3,0
21/12/2019,Nantes,Angers,1,2,A,1,0
21/12/2019,Montpellier,Brest,4,0,H,2,0
21/12/2019,Monaco,Lille,5,1,H,2,1
21/12/2019,Marseille,Nimes,3,1,H,0,0
21/12/2019,Dijon,Metz,2,2,D,2,1
12/1/2020,Rennes,Marseille,0,1,A,0,0
12/1/2020,Bordeaux,Lyon,1,2,A,1,0
12/1/2020,Toulouse,Brest,2,5,A,2,1
12/1/2020,Nimes,Reims,2,0,H,1,0
12/1/2020,Metz,Strasbourg,1,0,H,0,0
12/1/2020,Angers,Nice,1,1,D,1,1
12/1/2020,Amiens,Montpellier,1,2,A,1,0
12/1/2020,St Etienne,Nantes,0,2,A,0,1
12/1/2020,Dijon,Lille,1,0,H,0,0
12/1/2020,Paris SG,Monaco,3,3,D,3,2
15/01/2020,Nimes,Rennes,0,1,A,0,0
15/01/2020,Amiens,Reims,1,1,D,0,1
15/01/2020,Monaco,Paris SG,1,4,A,0,2
25/01/2020,Nice,Rennes,1,1,D,0,0
25/01/2020,Marseille,Angers,0,0,D,0,0
25/01/2020,St Etienne,Nimes,2,1,H,2,1
25/01/2020,Reims,Metz,0,1,A,0,1
25/01/2020,Montpellier,Dijon,2,1,H,0,0
25/01/2020,Monaco,Strasbourg,1,3,A,0,1
25/01/2020,Brest,Amiens,2,1,H,0,0
25/01/2020,Lyon,Toulouse,3,0,H,1,0
25/01/2020,Nantes,Bordeaux,0,1,A,0,0
25/01/2020,Lille,Paris SG,0,2,A,0,1
1/2/2020,Rennes,Nantes,3,2,H,0,0
1/2/2020,Paris SG,Montpellier,5,0,H,3,0
1/2/2020,Strasbourg,Lille,1,2,A,1,0
1/2/2020,Nimes,Monaco,3,1,H,1,1
1/2/2020,Dijon,Brest,3,0,H,2,0
1/2/2020,Angers,Reims,1,4,A,1,1
1/2/2020,Amiens,Toulouse,0,0,D,0,0
1/2/2020,Nice,Lyon,2,1,H,1,1
1/2/2020,Metz,St Etienne,3,1,H,1,0
1/2/2020,Bordeaux,Marseille,0,0,D,0,0
5/2/2020,Monaco,Angers,1,0,H,1,0
5/2/2020,Lille,Rennes,1,0,H,1,0
5/2/2020,Nantes,Paris SG,1,2,A,0,1
5/2/2020,Toulouse,Strasbourg,0,1,A,0,0
5/2/2020,Reims,Nice,1,1,D,0,0
5/2/2020,Nimes,Dijon,2,0,H,2,0
5/2/2020,Montpellier,Metz,1,1,D,1,0
5/2/2020,Lyon,Amiens,0,0,D,0,0
5/2/2020,Brest,Bordeaux,1,1,D,0,1
5/2/2020,St Etienne,Marseille,0,2,A,0,1
8/2/2020,Angers,Lille,0,2,A,0,1
8/2/2020,Marseille,Toulouse,1,0,H,0,0
8/2/2020,Rennes,Brest,0,0,D,0,0
8/2/2020,Nice,Nimes,1,3,A,1,1
8/2/2020,Metz,Bordeaux,1,2,A,1,0
8/2/2020,Dijon,Nantes,3,3,D,2,2
8/2/2020,Amiens,Monaco,1,2,A,1,0
8/2/2020,Montpellier,St Etienne,1,0,H,1,0
8/2/2020,Strasbourg,Reims,3,0,H,0,0
8/2/2020,Paris SG,Lyon,4,2,H,2,0
15/02/2020,Monaco,Montpellier,1,0,H,0,0
15/02/2020,Amiens,Paris SG,4,4,D,3,1
15/02/2020,Toulouse,Nice,0,2,A,0,1
15/02/2020,Nimes,Angers,1,0,H,0,0
15/02/2020,Nantes,Metz,0,0,D,0,0
15/02/2020,Bordeaux,Dijon,2,2,D,1,1
15/02/2020,Lyon,Strasbourg,1,1,D,1,1
15/02/2020,Reims,Rennes,1,0,H,0,0
15/02/2020,Brest,St Etienne,3,2,H,3,0
15/02/2020,Lille,Marseille,1,2,A,0,0
22/02/2020,Nice,Brest,2,2,D,2,1
22/02/2020,Metz,Lyon,0,2,A,0,1
22/02/2020,Marseille,Nantes,1,3,A,1,1
22/02/2020,Strasbourg,Amiens,0,0,D,0,0
22/02/2020,Lille,Toulouse,3,0,H,2,0
22/02/2020,Dijon,Monaco,1,1,D,0,0
22/02/2020,Angers,Montpellier,1,0,H,0,0
22/02/2020,St Etienne,Reims,1,1,D,0,0
22/02/2020,Rennes,Nimes,2,1,H,1,1
22/02/2020,Paris SG,Bordeaux,4,3,H,2,2
29/02/2020,Nimes,Marseille,2,3,A,1,2
29/02/2020,Paris SG,Dijon,4,0,H,1,0
29/02/2020,Toulouse,Rennes,0,2,A,0,1
29/02/2020,Montpellier,Strasbourg,3,0,H,0,0
29/02/2020,Monaco,Reims,1,1,D,1,0
29/02/2020,Brest,Angers,0,1,A,0,1
29/02/2020,Amiens,Metz,0,1,A,0,1
29/02/2020,Nantes,Lille,0,1,A,0,0
29/02/2020,Bordeaux,Nice,1,1,D,1,0
29/02/2020,Lyon,St Etienne,2,0,H,1,0
7/3/2020,Marseille,Amiens,2,2,D,1,0
7/3/2020,Reims,Brest,1,0,H,1,0
7/3/2020,Nice,Monaco,2,1,H,0,1
7/3/2020,Metz,Nimes,2,1,H,1,0
7/3/2020,Dijon,Toulouse,2,1,H,1,1
7/3/2020,Angers,Nantes,2,0,H,0,0
7/3/2020,St Etienne,Bordeaux,1,1,D,0,0
7/3/2020,Rennes,Montpellier,5,0,H,2,0
7/3/2020,Lille,Lyon,1,0,H,1,0
